Territory,Division,GDOS_ID,Name,Address,Phone,Zip,Duplicate,DoNotImport,Reason
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015abc18a50a01ff,hillwood dropbox,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015abc18a6270202,ARC dropbox,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015abc18a7580205,Donation Box Mallows Hardware,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad31438dc0213,Box Hoss Steakhouse,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad314ba780216,Box Lighthouse,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad3161f900219,Box Razors Edge,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad36bd6ae021c,Hastings Box (2nd),,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad36c8230021f,Box Laurel Woods,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad36ec66e0222,Box Cresson,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad76212570227,Dropbox- LEBANON CORPS,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad7b1e3680235,Drop Box Bellbrook High School,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad7d3cef30256,Drop Box Walmart Store,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad7dd5312025c,Drop Box U D Campus,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad7f1daa5026b,Drop Box Living Hope Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad7f6d2430277,Drop Box New Life Worship,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad7fc9f62027a,Drop Box Citizen Mart Mart,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad80ed9390286,Drop Box Rich Smoke Shop,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad810d991028c,Lima Salvation Army,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad815547a0294,Sidney Salvation Army,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80801659992b45015ad81b941502a0,Drop Box Xenia Nazarene,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd922301691bc85d3a0017,Again & Again Consignment,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd92230169c065ff36003b,Clifford Recreation Center Joan Hertzog,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd92230169dd4338030040,Food Donation KFC,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd92230169dd434c3b0043,Food Donation KFC,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd92230169dd43614d0046,Food Donation KFC,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016a0753f69e006f,Salvation Army Superior Waste,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016a104db1af0072,Albany Adult Rehabilitation Center,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016a55cda0d8007a,Salvation Army Donation Box,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016a55df9c4e007d,NEW BEDFORD SA CORP,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016a561fa55a0083,5 CORNER PETROLEUM,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016a7d11d4140097,TRI-C Clothing Center,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016aa0fcf00b00a2,Love INC. INC.,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80802868dd9223016ad9a32a7100ab,Marathon Laundry & tan Corporation,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e40165335d8e850005,Outdoor Donation box #15,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e40165d23db56d0026,Stryker Oh Post,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e40165d23dcf160029,Alliance SA Corp,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e401662193ff070031,Joelle White,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e40166aa8824cf0051,St Richard,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e40166d3b59c4f0056,Community United Methodist U Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e401670ebb9cb1006f,Second chance 2nd Chance,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e40167469e90aa0074,Salvation Army Lirr Station Manhasset,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e401677d2ef0090089,#05 S T O R E Springfield 1301 #05 S T O R E - Springfield,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80805d6520a9e4016838335dd700b3,The Lighthouse,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808067649339ef0164bc0ccd9c0011,Brewster Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808067649339ef0164bc0ce2e50014,Limington Transfer,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808067649339ef0164daf0c132001a,S A Corps,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80808470d635e20170fc3c68e50002,Thrift and Gift Shop,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80808470d635e201710bacb2e6000c,Salem County Landfill,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080886b996315016be627c521003d,Sharonville United Methodist Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0161a4ea2cc10023,Infant Jesus Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0161c6b53b920030,A 2 Z Computers,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01622a0bd53d0044,Community  H.E.L.P.,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0162d7a8887e0064,Salvation Army family store,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01631a9bc46d0079,Hudson United Methodist Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f016321697edc007e,Skidompha 2nd Hand Books,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01632f378948008a,University Towers Owners Corp. Kate Bowman,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f016343ce6ade008f,Madison Cty Trans Sta Dropbox,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f016343ce94b70095,Syracuse Univ Drop-box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0163693fdde100a4,Standish Congregational Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0163d9294c1d00bb,Box New Life,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0163ef6c796e0124,Still a good cause Thrift store,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0164405405900155,D ' S Restaurant Nancy,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01644b649aa20163,Harrison Transfer Station,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01644bac05840166,Lisbon Transfer Station,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01644c0de4eb016c,Ace Hardware,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01644c3cf8a8016f,Sabbatus Transfer,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01645b35a6c9017a,Yarmouth Transfer,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01645f0f8fd601a4,The Grand Rehabilitation and Nursing at Batavia,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01645f0fa5a001a7,Westbrook Community Center Comm. Center,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01645f0fbb3a01aa,Freeport Community Center Freeport Thrift Store,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01645f0fcfc101ad,W.J. Lindsay Legislator / Hummus Mediterian,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f016460b2e58001b3,Strouds Store #3 P / U (S-2) PM,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0164617f96b501b9,Madison county,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646432e4ee01bc,115 Meyer  Real Estate (Nite),,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646432fa2901bf,Box  Giant Garage,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f016464330fbc01c2,Cee-Kay Auto Birney Ave,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646433255a01c5,Clarks Summit  Econo-lodge (DAY-A),,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646471dea301cb,store #1 Drop box Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b1ef91701d6,Drop Box Clifford,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b1feadd01d9,Drop Box Dundaff,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b2e804301dc,Hones Store #5 D / O (B-1) AM,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b47063a01e3,North Jersey Recycling Center,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b6a6b3701e6,Notre Dame Church - The Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b76694101e9,Store #2 Whse D / O (S-2) AM,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b8b587b01ef,Store#8 Tunk P/U (S-1) (nite),,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646b9f6ab001f2,Travelodge Dolly Patel,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec058e1022d,Convenient Store E-fuel,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec0b49c0230,Eynon Store #4 P / U (S-1) PM,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec0cb6e0233,Farmer's Market Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec0e26f0236,Foods Discount,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec10e800239,Nursery and Floral Eddies,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec1249a023c,Pittston Avenue Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec137fb023f,Providence Motors Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec1be150245,Service Station Convenient,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec1e913024b,Storage King Blakeslee,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec1fe04024e,Storage King Pocono Lake,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec272bf0254,Sunoco Station Moscow,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec286e20257,The Maplehurst Motel,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec29c2a025a,The Prince Hotel,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec2b182025d,Tire and Auto Davis,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec2dbdf0260,Variety Store Junior's,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01646ec2ef1f0263,Yogis Deli Joanne Lewis,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f0164792221dc0287,STARR LIQUORS,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01648d68f06d0325,Hillview Baptist Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a808091616ab34f01648d694c8e0328,Maytag Laundry ,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01606dea83d50010,SUNY Old Westbury #2 Woodlands Hall,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607490186d0016,Salvation Army Store 8,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016074a4724f001c,Salvation Army Store #2,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607580cdab001f,Pepperell Transfer Station - Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607833b4f30030,Antrim Transfer Station - Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607833c8660033,"Bennington, NH Transfer Station - Salvation Army Donation Drop Box ",,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607833dc330036,"Dublin, NH Town Landfill - Salvation Army Donation Drop Box",,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607833f0100039,"Hancock, NH Transfer station - Salvation Army Donation Drop Box ",,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016078341562003f,Sturbridge Recycling Center - Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016078342a1c0042,Sudbury Transfer Station - Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016079e2b634004a,Drop Box  Edge Fitness Program,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5901ca0052,Jamestown Landfill,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5c48940055,Drop Box Norwalk Corps.,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5c5d570058,Drop Box  Ansonia Corp,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5c7144005b,Drop Box New Haven Corps.,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5c85a5005e,Drop Box New London Corps,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5c9a260061,Drop Box  Noel's Market,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5cad3a0064,Drop Box New Milford Recycling Center,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5cffd5006a,Drop Box East Hartland Town Hall,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5d5ace0073,Dunkin Donuts  Duncan Donuts (DB),,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607d5d6f2a0076,Essex Fire Department,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01607f9d84fb007e,Sandusky Corps Sa,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016093a037e60088,North Shore Baptist Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016096b510d0009e,Donation Box Teaneck Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016096b524ca00a1,Donation Box New Milford,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016096b5389900a4,donation box-Harrington,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f016096b556c700a7,Donation Box Cresskill,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01609c441e9e00b6,Drop Box 10 Wilmington Place,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f01609c44ae9a00c2,Deerfield Transfer Station,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160a38e212400c5,Lawrence Corps,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160a3a7500900c8,Manchester Corps,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160a3e889e700ce,Raymond Recycling,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160b821e17400d7,Berwick Transfer Station,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160bb31826d00da,Epping Transfer Station,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160bd40e90600dd,Salvation Army Donation Drop Box -,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80809e604a545f0160bd551ccd00e5,Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080aa58f2ee1a0158f6ea4881006e,Springfield ARC Warehouse and Donation Center,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df101718745b15c0007,Orrville Corp,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df10171cf621eea0033,White Pond Dropbox,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df101722c1aa2880047,Pawcatuck,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017240af2e890050,Claysville Car Wash,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df10173377aa25000d8,Perth Amboy Corps - The Salvation Army,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337b438e100de,Elizabeth Corps - The Salvation Army,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337db2ff100e4,Morristown Corps - The Salvation Army,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337dc408a00e7,Environmental  Discovery Center - The Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337e2b4ed00ed,East Orange Corps - The Salvation Army  Salvation Army,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337ed5a0e00f3,Salvation Army Thrift Store Donation Center,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337ed6e6c00f6,Montclair Citadel Corps - The Salvation Army,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017337ed837a00f9,Salvation Army Donation Box at Rutgers,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017351ae50290108,Waynesburg Corps - U,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df1017356d223d1011a,Ogunquit,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080b3714a3df10173661b25530125,CANTON  HEADQUARTERS,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8080fc58cff3730158dd2b5e880033,Salvation Army Donation Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80813a6b8971fe016b97d8dba30035,Salvation Army Store and Donation Center #14,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80813a6b8971fe016b98197ffb0038,Vfw Huntingdon Donation Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ae714a3e0101715e1b74cd0003,Valleyview Dropbox,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081ae714a3e010171633327230006,Summit Home Dropbox,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ae714a3e0101717cfb3aed000b,Portage Trail Dropbox,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081ae714a3e0101725f8fc2c50049,Newark Salvation Army Corp,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081ae714a3e0101725f8fd47a004c,Massillon Corp,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081ae714a3e0101730eb8da6c00b4,Donation Box Cresskill,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081b26fec724d017019a1966c0011,Beth Hickok,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081b26fec724d01705c5074f4001b,Lima Salvation Army,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081b26fec724d01706bef9974001e,Hanscoms North Port,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081b26fec724d01708af0f984002f,Mount Union Clothing Bank,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081b26fec724d01709f8ab5c60041,Hospice of Medina,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081b26fec724d0170c39696a70046,Wooster Corp,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c8a19b9e2001e,Chaplin Transfer Station,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c8f403c7c0024,Chaplin Transfer Station,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c8f404f400029,Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c8f406219002c,Chaplin Transfer Station,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c8f40743c002f,Chaplin Transfer Station,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c8f40881f0032,Chaplin Transfer Station,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081dd6c615cce016c9eb682710037,"Sacred Heart Donn, K",,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016dce8f9e11003a,Sorting Room Main St.,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016ef93bbd650061,Drop Box U Haul,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016ef93bcf980064,Drop Box #3 Elmore,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016ef93be1900067,Drop Box #9 Holland,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016ef93bf3ca006a,Fite/Time Savers Laundry #14,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016ef93c16de0070,Hope United Methodist Church,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016f12c13ecd0078,"Village of Lyons, OH Village Water Tower",,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016f5b156c9d008d,Fabulous Find Store,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016f6037df80009c,SALVATION ARMY WAREHOUSE,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016f6f6f2ea500a5,Bethany Luthern Village,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016f8445aea300b8,Falls Good Neighbors,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016f8447147e00bb,Good Neighbors Albrecht,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016fc73f303e00cc,Superior Good Neighbors,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016fc73f41ee00cf,Catholic Charities,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a8081ee6cf82b59016fc73f540600d2,Abc Dropbox,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80822d6fec71d1016ff058cd550004,Salvation Army Donation Drop Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80822d6fec71d101700f556531000d,Akron Citadel,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80822d6fec71d101701ed060a60019,Altoona Store,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80822d6fec71d101701ed0749a001c,The Budget Box,,,,False,True,Marked do not import
USE,Adult Rehabilitation Centers Command (USE),8a80822d6fec71d1017023eb7ff2001f,The Depot,,,,True,True,Marked as duplicate location
USE,Adult Rehabilitation Centers Command (USE),8a80822d6fec71d1017033207c28004a,Hanscom North,,,,False,True,Marked do not import
